candidate_id,wavelength_nm,source_position_label,source_x_nm,source_y_nm,q_nm,dipole_axis,result_csv,cone_half_angle_deg,R_power,L_power,L_fraction,DoCP_RminusL,total_cone_power,peak_abs_theta_deg,status
BW2_J1J2_D194_T90_PSI99_H525,453.0,center,0.0,0.0,107.9769465,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,5.0,8.58373096080579e-13,2.648831165266249e-12,0.7552543187915298,-0.5105086375830595,3.507204261346828e-12,12.920966381583563,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,center,0.0,0.0,107.9769465,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,10.0,3.4936817306758386e-12,1.2781435662471569e-11,0.7853360042645934,-0.5706720085291866,1.6275117393147406e-11,12.920966381583563,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,center,0.0,0.0,107.9769465,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,20.0,1.3064213080886099e-11,5.496450162460715e-11,0.8079603129730867,-0.6159206259461733,6.802871470549325e-11,12.920966381583563,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,center,0.0,0.0,107.9769465,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,5.0,4.0520718951301005e-13,2.7557593030619076e-12,0.8718090841947114,-0.7436181683894226,3.1609664925749174e-12,17.61713370854306,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,center,0.0,0.0,107.9769465,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,10.0,1.954189275176752e-12,9.535621736393308e-12,0.8299198069307742,-0.6598396138615483,1.1489811011570061e-11,17.61713370854306,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,center,0.0,0.0,107.9769465,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,20.0,1.3565674592164385e-11,2.9010459502559932e-11,0.6813784322930031,-0.3627568645860061,4.257613409472432e-11,17.61713370854306,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_plus_q,107.9769465,0.0,107.9769465,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,5.0,1.3163310702898428e-13,8.338371678557782e-13,0.863659078427147,-0.7273181568542938,9.654702748847625e-13,32.96037014893968,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_plus_q,107.9769465,0.0,107.9769465,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,10.0,6.20041717266695e-13,5.0395057133737965e-12,0.8904432333387964,-0.7808864666775928,5.6595474306404915e-12,32.96037014893968,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_plus_q,107.9769465,0.0,107.9769465,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,20.0,4.322193590741903e-12,2.1602056085771533e-11,0.833276039049351,-0.666552078098702,2.5924249676513435e-11,32.96037014893968,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_plus_q,107.9769465,0.0,107.9769465,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,5.0,3.929780128351292e-13,1.900823071830236e-12,0.8286782513696215,-0.6573565027392431,2.293801084665365e-12,8.986688606701561,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_plus_q,107.9769465,0.0,107.9769465,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,10.0,2.219176053020542e-12,7.039002056203315e-12,0.760300998010657,-0.5206019960213139,9.258178109223856e-12,8.986688606701561,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_plus_q,107.9769465,0.0,107.9769465,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,20.0,1.2764256815494306e-11,1.8389632594781293e-11,0.5902836834464648,-0.18056736689292957,3.11538894102756e-11,8.986688606701561,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_minus_q,-107.9769465,0.0,107.9769465,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,5.0,4.0116476366277396e-13,1.9681984168562687e-12,0.8306866727054933,-0.6613733454109867,2.3693631805190425e-12,78.06033114762921,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_minus_q,-107.9769465,0.0,107.9769465,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,10.0,2.0497324712223318e-12,7.69160776982352e-12,0.7895841413499106,-0.5791682826998212,9.74134024104585e-12,78.06033114762921,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_minus_q,-107.9769465,0.0,107.9769465,x,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,20.0,7.252509147788441e-12,2.8310288824969974e-11,0.7960647204040593,-0.5921294408081187,3.556279797275841e-11,78.06033114762921,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_minus_q,-107.9769465,0.0,107.9769465,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,5.0,3.3624528112786904e-13,1.381547065045391e-12,0.8042573179017095,-0.6085146358034189,1.7177923461732602e-12,77.23767601290066,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_minus_q,-107.9769465,0.0,107.9769465,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,10.0,2.191654496618307e-12,5.489358465861805e-12,0.7146659552165829,-0.42933191043316593,7.681012962480113e-12,77.23767601290066,ok
BW2_J1J2_D194_T90_PSI99_H525,453.0,x_minus_q,-107.9769465,0.0,107.9769465,y,D:\project\worktrees\blue_apcd_cp_stage10_bw2a\outputs\stage10_cp_dipole_bw2a_no_dbr_microled_xline_psi99_position_run\stage10_cp_dipole_bw2a_psi99_position_case_results.csv,20.0,9.71159046297527e-12,1.743254455249497e-11,0.6422214059339024,-0.28444281186780496,2.714413501547024e-11,77.23767601290066,ok
